num_date_time,answer
20_20220825 03,984.7031
20_20220825 04,1023.6747
20_20220825 05,1071.4961
20_20220825 06,1828.9409
20_20220825 07,2312.8982
20_20220825 08,3207.1062
20_20220825 09,3254.4966
20_20220825 10,3204.5977
20_20220825 11,3281.3003
20_20220825 12,3275.888
20_20220825 13,3247.5437
20_20220825 14,3159.1584
20_20220825 15,3210.068
20_20220825 16,3211.2002
20_20220825 17,2811.7644
20_20220825 18,1728.4672
20_20220825 19,1324.97
20_20220825 20,1197.9464
20_20220825 21,1126.6578
20_20220825 22,1079.0698
20_20220825 23,1048.2689
20_20220826 00,995.2826
20_20220826 01,1002.2684
20_20220826 02,1003.74457
20_20220826 03,1007.2815
20_20220826 04,1011.6563
20_20220826 05,1108.7236
20_20220826 06,1964.642
20_20220826 07,2297.2168
20_20220826 08,3079.8945
20_20220826 09,3200.0361
20_20220826 10,3280.9602
20_20220826 11,3270.4863
20_20220826 12,3205.7532
20_20220826 13,3251.2898
20_20220826 14,3246.2903
20_20220826 15,3249.9153
20_20220826 16,3194.1284
20_20220826 17,2992.2244
20_20220826 18,1838.175
20_20220826 19,1437.2871
20_20220826 20,1269.3374
20_20220826 21,1171.3556
20_20220826 22,1074.48
20_20220826 23,1032.6664
20_20220827 00,1027.5793
20_20220827 01,1007.55786
20_20220827 02,1001.07654
20_20220827 03,997.91473
20_20220827 04,986.28656
20_20220827 05,1057.0208
20_20220827 06,1707.1073
20_20220827 07,2100.2036
20_20220827 08,2917.5847
20_20220827 09,3042.773
20_20220827 10,3043.1719
20_20220827 11,2967.435
20_20220827 12,2943.5583
20_20220827 13,2994.3032
20_20220827 14,3028.1694
20_20220827 15,3039.0046
20_20220827 16,2999.028
20_20220827 17,2740.5103
20_20220827 18,1707.7566
20_20220827 19,1325.1471
20_20220827 20,1192.0483
20_20220827 21,1138.5771
20_20220827 22,1052.8053
20_20220827 23,1006.23334
20_20220828 00,979.1925
20_20220828 01,974.0713
20_20220828 02,969.1521
20_20220828 03,979.257
20_20220828 04,964.61536
20_20220828 05,987.3291
20_20220828 06,1577.3436
20_20220828 07,2336.974
20_20220828 08,3004.514
20_20220828 09,3161.0425
20_20220828 10,3261.9297
20_20220828 11,3236.285
20_20220828 12,3099.505
20_20220828 13,2990.5986
20_20220828 14,3026.367
20_20220828 15,2986.0847
20_20220828 16,2943.425
20_20220828 17,2688.7307
20_20220828 18,1602.3394
20_20220828 19,1389.113
20_20220828 20,1257.6064
20_20220828 21,1161.5046
20_20220828 22,1076.5121
20_20220828 23,1006.8222
20_20220829 00,1014.91656
20_20220829 01,989.7196
20_20220829 02,1012.7432
20_20220829 03,1030.4589
20_20220829 04,990.18713
20_20220829 05,978.37134
20_20220829 06,1692.22
20_20220829 07,2285.225
20_20220829 08,2972.27
20_20220829 09,3172.014
20_20220829 10,3114.486
20_20220829 11,3137.2349
20_20220829 12,3105.8767
20_20220829 13,3125.565
20_20220829 14,3088.2954
20_20220829 15,3091.3599
20_20220829 16,3061.669
20_20220829 17,2720.8928
20_20220829 18,1560.0734
20_20220829 19,1262.7695
20_20220829 20,1179.8567
20_20220829 21,1102.2615
20_20220829 22,1043.6447
20_20220829 23,1025.7479
20_20220830 00,964.4731
20_20220830 01,971.98486
20_20220830 02,965.1042
20_20220830 03,964.91565
20_20220830 04,971.8673
20_20220830 05,935.68805
20_20220830 06,1515.9375
20_20220830 07,1609.6517
20_20220830 08,1127.6941
20_20220830 09,1124.8342
20_20220830 10,1126.35
20_20220830 11,1113.8584
20_20220830 12,1124.0488
20_20220830 13,1108.8928
20_20220830 14,1130.008
20_20220830 15,1141.723
20_20220830 16,1098.0938
20_20220830 17,1079.3047
20_20220830 18,1116.6478
20_20220830 19,1151.7856
20_20220830 20,1148.2031
20_20220830 21,1063.9073
20_20220830 22,1010.72406
20_20220830 23,977.795
20_20220831 00,969.91565
20_20220831 01,974.0785
20_20220831 02,974.52167
20_20220831 03,973.1891
20_20220831 04,975.1778
20_20220831 05,1146.9023
20_20220831 06,1661.0367
20_20220831 07,1739.2716
20_20220831 08,1189.7694
20_20220831 09,1148.9473
20_20220831 10,1150.9385
20_20220831 11,1178.8572
20_20220831 12,1135.2772
20_20220831 13,1192.6687
20_20220831 14,1169.7853
20_20220831 15,1172.7347
20_20220831 16,1084.2568
20_20220831 17,1122.1613
20_20220831 18,1121.2499
20_20220831 19,1140.256
20_20220831 20,1129.5436
20_20220831 21,1087.6016
20_20220831 22,1041.9316
20_20220831 23,981.6953
21_20220825 00,1572.4395
21_20220825 01,1578.2343
21_20220825 02,1559.2847
21_20220825 03,1454.6083
21_20220825 04,1307.764
21_20220825 05,1393.6837
21_20220825 06,1647.1384
21_20220825 07,2351.5554
21_20220825 08,3030.1182
21_20220825 09,3320.6558
21_20220825 10,3156.3386
21_20220825 11,3232.2139
21_20220825 12,3201.234
21_20220825 13,3150.6404
21_20220825 14,3067.4978
21_20220825 15,3172.371
21_20220825 16,3022.9756
21_20220825 17,2778.7605
21_20220825 18,1956.3606
21_20220825 19,1758.3793
21_20220825 20,1618.4076
21_20220825 21,1461.7092
21_20220825 22,1365.2382
21_20220825 23,1576.2686
21_20220826 00,1598.0503
21_20220826 01,1475.5721
21_20220826 02,1589.4626
21_20220826 03,1527.8239
21_20220826 04,1375.7831
21_20220826 05,1438.1486
21_20220826 06,1708.9034
21_20220826 07,2319.8206
21_20220826 08,3107.2886
21_20220826 09,3299.1436
21_20220826 10,3325.1597
21_20220826 11,3248.4268
21_20220826 12,3226.0466
21_20220826 13,3214.3457
21_20220826 14,3175.6108
21_20220826 15,3242.2988
21_20220826 16,3124.2322
21_20220826 17,2847.545
21_20220826 18,2092.2102
21_20220826 19,1839.0216
21_20220826 20,1701.9574
21_20220826 21,1577.6031
21_20220826 22,1423.1569
21_20220826 23,1637.692
21_20220827 00,1608.2303
21_20220827 01,1582.5651
21_20220827 02,1661.1027
21_20220827 03,1587.3154
21_20220827 04,1440.2937
21_20220827 05,1395.4663
21_20220827 06,1581.866
21_20220827 07,2275.557
21_20220827 08,3038.6897
21_20220827 09,3127.072
21_20220827 10,3133.7473
21_20220827 11,3072.1008
21_20220827 12,3053.134
21_20220827 13,3080.938
21_20220827 14,3083.6768
21_20220827 15,3081.6748
21_20220827 16,3071.224
21_20220827 17,2771.8684
21_20220827 18,1906.7446
21_20220827 19,1750.558
21_20220827 20,1639.0748
21_20220827 21,1481.5101
21_20220827 22,1383.467
21_20220827 23,1556.2537
21_20220828 00,1533.861
21_20220828 01,1544.8286
21_20220828 02,1560.3827
21_20220828 03,1473.8507
21_20220828 04,1330.1268
21_20220828 05,1387.5068
21_20220828 06,1656.1613
21_20220828 07,2327.2598
21_20220828 08,3107.995
21_20220828 09,3175.9163
21_20220828 10,3245.2334
21_20220828 11,3123.234
21_20220828 12,3020.3347
21_20220828 13,3016.2427
21_20220828 14,3116.2007
21_20220828 15,3104.1106
21_20220828 16,3053.975
21_20220828 17,2814.7754
21_20220828 18,1837.637
21_20220828 19,1843.9692
21_20220828 20,1681.8062
21_20220828 21,1548.3966
21_20220828 22,1364.8793
21_20220828 23,1586.8303
21_20220829 00,1611.5964
21_20220829 01,1642.4169
21_20220829 02,1589.1062
21_20220829 03,1629.6764
21_20220829 04,1463.7444
21_20220829 05,1371.5898
21_20220829 06,1696.3461
21_20220829 07,2366.6497
21_20220829 08,3045.8674
21_20220829 09,3248.4753
21_20220829 10,3147.248
21_20220829 11,3196.9539
21_20220829 12,3163.811
21_20220829 13,3121.697
21_20220829 14,3138.5425
21_20220829 15,3105.0579
21_20220829 16,3014.292
21_20220829 17,2824.4768
21_20220829 18,1748.3524
21_20220829 19,1733.7872
21_20220829 20,1625.1729
21_20220829 21,1460.0267
21_20220829 22,1366.0643
21_20220829 23,1519.0623
21_20220830 00,1535.7606
21_20220830 01,1568.4529
21_20220830 02,1564.7509
21_20220830 03,1514.6619
21_20220830 04,1340.0673
21_20220830 05,1387.3378
21_20220830 06,1477.5767
21_20220830 07,1567.7195
21_20220830 08,1571.0284
21_20220830 09,1558.6603
21_20220830 10,1527.4149
21_20220830 11,1557.6855
21_20220830 12,1543.2902
21_20220830 13,1503.1942
21_20220830 14,1509.9469
21_20220830 15,1436.3151
21_20220830 16,1470.5944
21_20220830 17,1487.0704
21_20220830 18,1597.9663
21_20220830 19,1667.9376
21_20220830 20,1581.7622
21_20220830 21,1433.4247
21_20220830 22,1322.939
21_20220830 23,1247.273
21_20220831 00,1355.4285
21_20220831 01,1359.5598
21_20220831 02,1353.011
21_20220831 03,1347.1283
21_20220831 04,1292.9712
21_20220831 05,1341.5594
21_20220831 06,1491.7095
21_20220831 07,1683.0912
21_20220831 08,1538.1552
21_20220831 09,1543.1788
21_20220831 10,1581.7114
21_20220831 11,1575.0332
21_20220831 12,1567.5378
21_20220831 13,1531.0238
21_20220831 14,1506.2931
21_20220831 15,1463.9957
21_20220831 16,1513.2274
21_20220831 17,1476.8187
21_20220831 18,1506.2764
21_20220831 19,1509.7406
21_20220831 20,1433.6007
21_20220831 21,1355.4261
21_20220831 22,1273.579
21_20220831 23,1303.715
22_20220825 00,954.47107
22_20220825 01,931.0348
22_20220825 02,904.9609
22_20220825 03,904.49713
22_20220825 04,905.5545
22_20220825 05,983.4179
22_20220825 06,1307.1146
22_20220825 07,1417.123
22_20220825 08,1643.533
22_20220825 09,1698.7273
22_20220825 10,1684.1632
22_20220825 11,1662.1996
22_20220825 12,1628.6821
22_20220825 13,1692.8544
22_20220825 14,1671.7034
22_20220825 15,1640.5839
22_20220825 16,1612.8761
22_20220825 17,1611.6808
22_20220825 18,1245.897
22_20220825 19,1170.9911
22_20220825 20,1110.5702
22_20220825 21,1063.0942
22_20220825 22,997.75543
22_20220825 23,968.22577
22_20220826 00,953.32776
22_20220826 01,924.40204
22_20220826 02,927.5167
22_20220826 03,940.31903
22_20220826 04,946.2395
22_20220826 05,1079.5077
22_20220826 06,1370.5062
22_20220826 07,1431.3855
22_20220826 08,1648.8878
22_20220826 09,1660.7178
22_20220826 10,1708.535
22_20220826 11,1659.4899
22_20220826 12,1644.566
22_20220826 13,1720.832
22_20220826 14,1722.4795
22_20220826 15,1661.6808
22_20220826 16,1727.7712
22_20220826 17,1669.1063
22_20220826 18,1351.1243
22_20220826 19,1205.502
22_20220826 20,1119.4532
22_20220826 21,1078.3799
22_20220826 22,1029.8129
22_20220826 23,980.6289
22_20220827 00,952.47675
22_20220827 01,937.7819
22_20220827 02,907.2817
22_20220827 03,906.55115
22_20220827 04,906.0599
22_20220827 05,1005.8783
22_20220827 06,1293.7987
22_20220827 07,1396.8398
22_20220827 08,1624.4117
22_20220827 09,1700.7549
22_20220827 10,1669.7041
22_20220827 11,1677.5569
22_20220827 12,1609.9789
22_20220827 13,1610.2338
22_20220827 14,1586.1962
22_20220827 15,1619.403
22_20220827 16,1580.3201
22_20220827 17,1577.1567
22_20220827 18,1236.1207
22_20220827 19,1152.8021
22_20220827 20,1060.7001
22_20220827 21,1033.8206
22_20220827 22,985.2671
22_20220827 23,933.6819
22_20220828 00,902.1999
22_20220828 01,904.683
22_20220828 02,902.94586
22_20220828 03,911.00555
22_20220828 04,911.24884
22_20220828 05,1028.4836
22_20220828 06,1271.08
22_20220828 07,1373.4707
22_20220828 08,1604.3735
22_20220828 09,1696.02
22_20220828 10,1697.255
22_20220828 11,1680.0831
22_20220828 12,1604.6066
22_20220828 13,1622.4847
22_20220828 14,1653.5397
22_20220828 15,1680.539
22_20220828 16,1661.3138
22_20220828 17,1674.3667
22_20220828 18,1264.7057
22_20220828 19,1128.5991
22_20220828 20,1058.8688
22_20220828 21,1015.395
22_20220828 22,978.7415
22_20220828 23,921.04236
22_20220829 00,920.56934
22_20220829 01,911.41754
22_20220829 02,910.82355
22_20220829 03,919.45355
22_20220829 04,891.22784
22_20220829 05,1035.9801
22_20220829 06,1265.0516
22_20220829 07,1313.4609
22_20220829 08,1618.5609
22_20220829 09,1684.275
22_20220829 10,1672.4606
22_20220829 11,1670.4766
22_20220829 12,1627.762
22_20220829 13,1687.7687
22_20220829 14,1669.4464
22_20220829 15,1691.7457
22_20220829 16,1665.8016
22_20220829 17,1622.7075
22_20220829 18,1211.4755
22_20220829 19,1136.2349
22_20220829 20,1080.4438
22_20220829 21,1026.7277
22_20220829 22,962.08
22_20220829 23,926.79724
22_20220830 00,888.4805
22_20220830 01,904.03424
22_20220830 02,906.51984
22_20220830 03,895.79626
22_20220830 04,892.82996
22_20220830 05,952.8238
22_20220830 06,1121.0039
22_20220830 07,1108.682
22_20220830 08,1111.0696
22_20220830 09,1162.4233
22_20220830 10,1137.537
22_20220830 11,1135.1367
22_20220830 12,1112.1417
22_20220830 13,1144.3407
22_20220830 14,1163.343
22_20220830 15,1156.7589
22_20220830 16,1178.4563
22_20220830 17,1169.3242
22_20220830 18,1187.4381
22_20220830 19,1134.3582
22_20220830 20,1066.111
22_20220830 21,994.86163
22_20220830 22,945.01575
22_20220830 23,909.0324
22_20220831 00,903.88245
22_20220831 01,903.57
22_20220831 02,899.6974
22_20220831 03,892.5715
22_20220831 04,894.411
22_20220831 05,970.67944
22_20220831 06,1127.7001
22_20220831 07,1162.7183
22_20220831 08,1097.4832
22_20220831 09,1141.054
22_20220831 10,1131.8127
22_20220831 11,1130.9149
22_20220831 12,1064.0759
22_20220831 13,1061.1287
22_20220831 14,1091.3281
22_20220831 15,1113.3263
22_20220831 16,1106.4098
22_20220831 17,1112.6068
22_20220831 18,1186.8391
22_20220831 19,1065.8099
22_20220831 20,1036.0507
22_20220831 21,1011.59717
22_20220831 22,974.9422
22_20220831 23,914.15857
23_20220825 00,1030.5928
23_20220825 01,1039.8906
23_20220825 02,1038.1562
23_20220825 03,1042.5737
23_20220825 04,1036.9707
23_20220825 05,1080.8641
23_20220825 06,1298.0078
23_20220825 07,1527.896
23_20220825 08,1661.5231
23_20220825 09,1647.5734
23_20220825 10,1717.3063
23_20220825 11,1659.432
23_20220825 12,1643.7329
23_20220825 13,1713.6622
23_20220825 14,1610.9635
23_20220825 15,1613.3909
23_20220825 16,1594.2485
23_20220825 17,1591.9344
23_20220825 18,1263.0388
23_20220825 19,1166.8754
23_20220825 20,1135.8097
23_20220825 21,1089.01
23_20220825 22,1063.3757
23_20220825 23,1014.9466
23_20220826 00,1020.43884
23_20220826 01,1014.7751
23_20220826 02,1024.8644
23_20220826 03,1027.7991
23_20220826 04,1029.2308
23_20220826 05,1093.0232
23_20220826 06,1288.5797
23_20220826 07,1410.1118
23_20220826 08,1692.8113
23_20220826 09,1648.613
23_20220826 10,1639.4286
23_20220826 11,1669.5173
23_20220826 12,1642.9435
23_20220826 13,1636.5809
23_20220826 14,1664.2208
23_20220826 15,1667.1754
23_20220826 16,1637.659
23_20220826 17,1654.2643
23_20220826 18,1291.1439
23_20220826 19,1212.7109
23_20220826 20,1171.3739
23_20220826 21,1151.1582
23_20220826 22,1099.6073
23_20220826 23,1074.3033
23_20220827 00,1066.9628
23_20220827 01,1072.8678
23_20220827 02,1053.6311
23_20220827 03,1077.7676
23_20220827 04,1056.043
23_20220827 05,1113.9402
23_20220827 06,1293.3657
23_20220827 07,1429.7163
23_20220827 08,1715.5697
23_20220827 09,1660.2068
23_20220827 10,1681.6084
23_20220827 11,1634.5156
23_20220827 12,1583.7699
23_20220827 13,1484.3247
23_20220827 14,1554.1001
23_20220827 15,1498.3997
23_20220827 16,1554.3668
23_20220827 17,1534.1836
23_20220827 18,1202.848
23_20220827 19,1197.5394
23_20220827 20,1164.8066
23_20220827 21,1035.0994
23_20220827 22,1009.7513
23_20220827 23,1012.3011
23_20220828 00,1025.8923
23_20220828 01,1031.5021
23_20220828 02,1027.5326
23_20220828 03,1015.32495
23_20220828 04,1020.14246
23_20220828 05,1064.0323
23_20220828 06,1253.3324
23_20220828 07,1388.0348
23_20220828 08,1616.6195
23_20220828 09,1654.0302
23_20220828 10,1635.8506
23_20220828 11,1606.0293
23_20220828 12,1541.9858
23_20220828 13,1573.0514
23_20220828 14,1563.5198
23_20220828 15,1546.2249
23_20220828 16,1552.3674
23_20220828 17,1488.8765
23_20220828 18,1208.1282
23_20220828 19,1188.0822
23_20220828 20,1159.631
23_20220828 21,1125.0068
23_20220828 22,1054.3568
23_20220828 23,1023.46875
23_20220829 00,1049.1471
23_20220829 01,1070.749
23_20220829 02,1058.8613
23_20220829 03,1039.21
23_20220829 04,1033.5546
23_20220829 05,1058.4198
23_20220829 06,1222.7299
23_20220829 07,1424.282
23_20220829 08,1666.9335
23_20220829 09,1689.965
23_20220829 10,1680.5576
23_20220829 11,1674.9272
23_20220829 12,1653.0256
23_20220829 13,1692.4441
23_20220829 14,1690.8057
23_20220829 15,1698.8546
23_20220829 16,1689.3038
23_20220829 17,1619.295
23_20220829 18,1219.1385
23_20220829 19,1180.1879
23_20220829 20,1122.4706
23_20220829 21,1093.6163
23_20220829 22,1045.8618
23_20220829 23,1026.7385
23_20220830 00,1054.572
23_20220830 01,1053.3822
23_20220830 02,1048.3196
23_20220830 03,1052.0314
23_20220830 04,1044.66
23_20220830 05,1060.7083
23_20220830 06,1140.7955
23_20220830 07,1158.0707
23_20220830 08,1174.5708
23_20220830 09,1174.0074
23_20220830 10,1141.6814
23_20220830 11,1183.7065
23_20220830 12,1158.6759
23_20220830 13,1168.3093
23_20220830 14,1188.4753
23_20220830 15,1197.1083
23_20220830 16,1179.9658
23_20220830 17,1151.4172
23_20220830 18,1146.8969
23_20220830 19,1158.9598
23_20220830 20,1101.2842
23_20220830 21,1079.6097
23_20220830 22,1020.3866
23_20220830 23,986.73773
23_20220831 00,1051.3428
23_20220831 01,1051.3601
23_20220831 02,1049.8038
23_20220831 03,1028.5875
23_20220831 04,1031.7183
23_20220831 05,1078.7896
23_20220831 06,1137.294
23_20220831 07,1154.0618
23_20220831 08,1118.5098
23_20220831 09,1108.9779
23_20220831 10,1124.6111
23_20220831 11,1149.1312
23_20220831 12,1102.7074
23_20220831 13,1132.9148
23_20220831 14,1128.2865
23_20220831 15,1073.1788
23_20220831 16,1104.1523
23_20220831 17,1072.88
23_20220831 18,1123.6667
23_20220831 19,1151.7842
23_20220831 20,1073.2275
23_20220831 21,1069.0728
23_20220831 22,1019.7844
23_20220831 23,998.04877
24_20220825 00,7660.2246
24_20220825 01,7413.734
24_20220825 02,7363.078
24_20220825 03,7194.36
24_20220825 04,7113.931
24_20220825 05,7270.0684
24_20220825 06,7633.4165
24_20220825 07,8775.594
24_20220825 08,10999.793
24_20220825 09,12349.136
24_20220825 10,12868.37
24_20220825 11,12012.361
24_20220825 12,12711.279
24_20220825 13,13273.012
24_20220825 14,13628.175
24_20220825 15,13229.018
24_20220825 16,12779.693
24_20220825 17,10611.075
24_20220825 18,10057.873
24_20220825 19,9585.113
24_20220825 20,9326.513
24_20220825 21,8554.668
24_20220825 22,8119.6143
24_20220825 23,8003.836
24_20220826 00,7613.876
24_20220826 01,7413.034
24_20220826 02,7351.909
24_20220826 03,7339.9536
24_20220826 04,7299.2407
24_20220826 05,7384.438
24_20220826 06,7736.7227
24_20220826 07,8733.789
24_20220826 08,10829.169
24_20220826 09,12443.916
24_20220826 10,12910.2
24_20220826 11,13614.771
24_20220826 12,15485.264
24_20220826 13,15115.552
24_20220826 14,15202.202
24_20220826 15,14927.311
24_20220826 16,13911.436
24_20220826 17,12407.237
24_20220826 18,11384.28
24_20220826 19,10217.136
24_20220826 20,9424.538
24_20220826 21,8825.835
24_20220826 22,8308.385
24_20220826 23,8122.6406
24_20220827 00,7921.618
24_20220827 01,7704.1025
24_20220827 02,7456.0986
24_20220827 03,7437.6655
24_20220827 04,7304.7397
24_20220827 05,7459.3755
24_20220827 06,7841.291
24_20220827 07,8462.68
24_20220827 08,10813.837
24_20220827 09,13143.474
24_20220827 10,13793.271
24_20220827 11,13393.944
24_20220827 12,13309.558
24_20220827 13,13384.455
24_20220827 14,13569.879
24_20220827 15,13721.562
24_20220827 16,13181.449
24_20220827 17,11981.893
24_20220827 18,11050.559
24_20220827 19,9802.798
24_20220827 20,9255.457
24_20220827 21,8645.568
24_20220827 22,8276.478
24_20220827 23,7907.7363
24_20220828 00,7681.5815
24_20220828 01,7426.068
24_20220828 02,7415.4478
24_20220828 03,7351.2446
24_20220828 04,7339.6357
24_20220828 05,7484.576
24_20220828 06,7726.876
24_20220828 07,8544.137
24_20220828 08,11767.834
24_20220828 09,13269.516
24_20220828 10,14039.091
24_20220828 11,13332.392
24_20220828 12,13743.961
24_20220828 13,14101.127
24_20220828 14,14465.801
24_20220828 15,13097.694
24_20220828 16,12491.608
24_20220828 17,12239.782
24_20220828 18,10934.245
24_20220828 19,9786.35
24_20220828 20,9525.639
24_20220828 21,8618.912
24_20220828 22,8185.672
24_20220828 23,8015.2046
24_20220829 00,7736.428
24_20220829 01,7491.1523
24_20220829 02,7499.6333
24_20220829 03,7385.8926
24_20220829 04,7340.211
24_20220829 05,7506.6167
24_20220829 06,7926.907
24_20220829 07,8726.951
24_20220829 08,10870.619
24_20220829 09,12149.312
24_20220829 10,12829.355
24_20220829 11,12973.782
24_20220829 12,12672.137
24_20220829 13,12961.174
24_20220829 14,12860.221
24_20220829 15,13315.582
24_20220829 16,11875.389
24_20220829 17,11558.769
24_20220829 18,11079.819
24_20220829 19,9953.293
24_20220829 20,9550.412
24_20220829 21,8630.819
24_20220829 22,8110.709
24_20220829 23,7809.383
24_20220830 00,7693.263
24_20220830 01,7554.8955
24_20220830 02,7510.338
24_20220830 03,7410.602
24_20220830 04,7291.75
24_20220830 05,7501.9546
24_20220830 06,7947.739
24_20220830 07,8672.265
24_20220830 08,9909.32
24_20220830 09,10754.476
24_20220830 10,10987.772
24_20220830 11,10955.079
24_20220830 12,11327.994
24_20220830 13,11084.423
24_20220830 14,11260.51
24_20220830 15,11239.856
24_20220830 16,10953.767
24_20220830 17,10156.108
24_20220830 18,9730.3545
24_20220830 19,9375.12
24_20220830 20,9054.985
24_20220830 21,8480.223
24_20220830 22,8354.028
24_20220830 23,8006.205
24_20220831 00,7703.1675
24_20220831 01,7443.6353
24_20220831 02,7356.945
24_20220831 03,7253.117
24_20220831 04,7254.418
24_20220831 05,7443.4175
24_20220831 06,7654.735
24_20220831 07,8541.599
24_20220831 08,9340.504
24_20220831 09,10031.99
24_20220831 10,10755.097
24_20220831 11,9323.691
24_20220831 12,9638.373
24_20220831 13,9426.317
24_20220831 14,9556.529
24_20220831 15,9382.648
24_20220831 16,9220.515
24_20220831 17,9914.017
24_20220831 18,10337.525
24_20220831 19,9633.61
24_20220831 20,9181.579
24_20220831 21,8455.252
24_20220831 22,8133.225
24_20220831 23,7877.619
25_20220825 00,5305.9575
25_20220825 01,5250.958
25_20220825 02,5102.452
25_20220825 03,5078.7407
25_20220825 04,5029.359
25_20220825 05,5001.0703
25_20220825 06,5037.491
25_20220825 07,5555.659
25_20220825 08,7386.326
25_20220825 09,9476.206
25_20220825 10,9122.953
25_20220825 11,8501.924
25_20220825 12,9021.932
25_20220825 13,10295.727
25_20220825 14,10224.942
25_20220825 15,9682.841
25_20220825 16,9481.392
25_20220825 17,8961.599
25_20220825 18,8077.694
25_20220825 19,7419.548
25_20220825 20,7053.2974
25_20220825 21,5979.928
25_20220825 22,5579.3765
25_20220825 23,5537.9756
25_20220826 00,5178.924
25_20220826 01,5111.126
25_20220826 02,5034.1543
25_20220826 03,4995.7666
25_20220826 04,4984.0674
25_20220826 05,4967.978
25_20220826 06,4991.014
25_20220826 07,5498.676
25_20220826 08,7564.7427
25_20220826 09,9336.058
25_20220826 10,8793.007
25_20220826 11,9993.907
25_20220826 12,10472.199
25_20220826 13,10353.562
25_20220826 14,10789.819
25_20220826 15,10664.756
25_20220826 16,10485.859
25_20220826 17,9867.095
25_20220826 18,9367.194
25_20220826 19,8328.394
25_20220826 20,6890.756
25_20220826 21,5924.094
25_20220826 22,5585.274
25_20220826 23,5519.531
25_20220827 00,5241.8413
25_20220827 01,5236.1636
25_20220827 02,5073.792
25_20220827 03,4992.4146
25_20220827 04,4959.0225
25_20220827 05,4961.5913
25_20220827 06,4959.649
25_20220827 07,5175.655
25_20220827 08,7524.227
25_20220827 09,9454.533
25_20220827 10,9854.146
25_20220827 11,9602.427
25_20220827 12,9150.855
25_20220827 13,9653.962
25_20220827 14,10081.016
25_20220827 15,10329.015
25_20220827 16,10124.836
25_20220827 17,8987.843
25_20220827 18,8935.84
25_20220827 19,7945.6733
25_20220827 20,7088.423
25_20220827 21,6014.519
25_20220827 22,5555.9634
25_20220827 23,5447.3423
25_20220828 00,5037.5547
25_20220828 01,5023.508
25_20220828 02,5026.285
25_20220828 03,4939.59
25_20220828 04,4919.426
25_20220828 05,4876.846
25_20220828 06,4907.551
25_20220828 07,5320.805
25_20220828 08,7488.0454
25_20220828 09,9534.974
25_20220828 10,10096.898
25_20220828 11,9785.551
25_20220828 12,9287.564
25_20220828 13,9289.795
25_20220828 14,9372.715
25_20220828 15,8880.419
25_20220828 16,7903.987
25_20220828 17,7557.8525
25_20220828 18,8146.9937
25_20220828 19,7830.9067
25_20220828 20,7226.5015
25_20220828 21,5844.771
25_20220828 22,5563.0444
25_20220828 23,5503.9224
25_20220829 00,5115.6846
25_20220829 01,5108.41
25_20220829 02,5067.12
25_20220829 03,4997.0527
25_20220829 04,4981.1055
25_20220829 05,4927.8613
25_20220829 06,4990.4673
25_20220829 07,5366.168
25_20220829 08,7538.0376
25_20220829 09,9368.102
25_20220829 10,10195.8545
25_20220829 11,10329.27
25_20220829 12,9924.955
25_20220829 13,10089.0205
25_20220829 14,10185.606
25_20220829 15,10008.322
25_20220829 16,9987.883
25_20220829 17,8907.78
25_20220829 18,8507.743
25_20220829 19,7668.812
25_20220829 20,7067.6226
25_20220829 21,5906.7046
25_20220829 22,5471.4062
25_20220829 23,5273.056
25_20220830 00,4874.4653
25_20220830 01,4823.3755
25_20220830 02,4788.753
25_20220830 03,4769.0674
25_20220830 04,4771.0386
25_20220830 05,4745.015
25_20220830 06,4757.342
25_20220830 07,5182.5938
25_20220830 08,7390.2393
25_20220830 09,9136.243
25_20220830 10,9730.301
25_20220830 11,9743.279
25_20220830 12,9685.651
25_20220830 13,9898.325
25_20220830 14,9858.69
25_20220830 15,9746.656
25_20220830 16,9594.561
25_20220830 17,8649.277
25_20220830 18,7805.0615
25_20220830 19,7092.256
25_20220830 20,6470.6196
25_20220830 21,5730.6914
25_20220830 22,5486.4834
25_20220830 23,5427.21
25_20220831 00,4880.8394
25_20220831 01,4799.728
25_20220831 02,4770.882
25_20220831 03,4767.93
25_20220831 04,4766.7495
25_20220831 05,4775.149
25_20220831 06,4811.128
25_20220831 07,5112.8
25_20220831 08,6894.3057
25_20220831 09,7423.7217
25_20220831 10,7662.8003
25_20220831 11,6956.1562
25_20220831 12,6401.655
25_20220831 13,6572.102
25_20220831 14,6665.9917
25_20220831 15,6561.3423
25_20220831 16,6352.645
25_20220831 17,6838.7207
25_20220831 18,6786.8276
25_20220831 19,6871.381
25_20220831 20,6601.7085
25_20220831 21,5816.404
25_20220831 22,5475.666
25_20220831 23,5449.2046
26_20220825 00,2832.1814
26_20220825 01,2750.6733
26_20220825 02,2697.623
26_20220825 03,2679.6423
26_20220825 04,2665.2205
26_20220825 05,2659.4292
26_20220825 06,2765.7537
26_20220825 07,2864.8538
26_20220825 08,3268.4382
26_20220825 09,3333.3086
26_20220825 10,3965.5278
26_20220825 11,3788.4062
26_20220825 12,3693.7666
26_20220825 13,3516.8645
26_20220825 14,3817.9211
26_20220825 15,3936.3474
26_20220825 16,3948.5688
26_20220825 17,3737.3958
26_20220825 18,3638.318
26_20220825 19,3508.418
26_20220825 20,3431.0981
26_20220825 21,3288.3616
26_20220825 22,3109.6963
26_20220825 23,2975.8735
